CRASH DATE,CRASH TIME,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,insights,data
4/10/2021,11:15,FORSYTH STREET,DELANCEY STREET,,1,0,1,0,0,0,0,0,4408030,Station Wagon/Sport Utility Vehicle,,,,,
4/13/2021,13:40,UNIVERSITY AVENUE,,,0,0,0,0,0,0,0,0,4407787,Bus,Bus,,,,
4/15/2021,15:34,,,450       BAY STREET,1,0,1,0,0,0,0,0,4407646,Sedan,,,,,
4/10/2021,8:50,EAST 167 STREET,,,0,0,0,0,0,0,0,0,4408195,Pick-up Truck,Sedan,,,,
4/15/2021,12:15,,,355       BARD AVENUE,0,0,0,0,0,0,0,0,4407571,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/7/2021,14:30,,,135-02    20 AVENUE,0,0,0,0,0,0,0,0,4407908,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/14/2021,5:39,,,9         FLATBUSH AVENUE,3,0,0,0,0,0,3,0,4407427,Sedan,Sedan,Sedan,,,
4/16/2021,22:00,MADISON AVENUE,EAST 101 STREET,,0,0,0,0,0,0,0,0,4408409,Station Wagon/Sport Utility Vehicle,Van,,,,
4/15/2021,20:00,REMSEN AVENUE,DITMAS AVENUE,,0,0,0,0,0,0,0,0,4408121,Sedan,Sedan,,,,
4/16/2021,14:00,,,91-48     193 STREET,0,0,0,0,0,0,0,0,4407954,Sedan,Sedan,,,,
4/14/2021,8:45,BELT PARKWAY,,,0,0,0,0,0,0,0,0,4407755,Box Truck,,,,,
4/14/2021,17:00,,,98-32     57 AVENUE,0,0,0,0,0,0,0,0,4407438,Sedan,,,,,
4/15/2021,23:09,LEFFERTS BOULEVARD,111 AVENUE,,0,0,0,0,0,0,0,0,4408419,Sedan,Sedan,,,,
4/16/2021,15:32,,,1406      EAST 21 STREET,0,0,0,0,0,0,0,0,4408036,Station Wagon/Sport Utility Vehicle,,,,,
4/16/2021,22:45,80 STREET,COLONIAL ROAD,,0,0,0,0,0,0,0,0,4407871,Sedan,,,,,
4/14/2021,11:40,KNICKERBOCKER AVENUE,HIMROD STREET,,0,0,0,0,0,0,0,0,4407551,Sedan,,,,,
4/14/2021,14:15,CLEARVIEW EXPRESSWAY,26 AVENUE,,1,0,0,0,0,0,1,0,4407481,Sedan,Sedan,,,,
4/14/2021,10:10,MURDOCK AVENUE,FARMERS BOULEVARD,,1,0,0,0,0,0,1,0,4407341,Sedan,Sedan,,,,
4/10/2021,0:00,WEST 64 STREET,,,0,0,0,0,0,0,0,0,4407974,Sedan,,,,,
4/15/2021,20:00,GREENFIELD AVENUE,OSGOOD AVENUE,,0,0,0,0,0,0,0,0,4408310,Sedan,,,,,
4/16/2021,12:30,OCEAN PARKWAY,AVENUE H,,0,0,0,0,0,0,0,0,4408040,Station Wagon/Sport Utility Vehicle,,,,,
4/16/2021,16:15,,,460       WEST 155 STREET,0,0,0,0,0,0,0,0,4408069,Taxi,Bus,,,,
4/2/2021,18:00,BERGEN STREET,UTICA AVENUE,,0,0,0,0,0,0,0,0,4408267,Pick-up Truck,,,,,
4/14/2021,19:01,,,2820      SNYDER AVENUE,0,0,0,0,0,0,0,0,4407358,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,13:30,NORTHERN BOULEVARD,204 STREET,,0,0,0,0,0,0,0,0,4455876,Sedan,Sedan,,,,
4/15/2021,10:13,,,525       EAST 72 STREET,0,0,0,0,0,0,0,0,4407695,3-Door,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,9:40,BRUCKNER EXPRESSWAY,EAST TREMONT AVENUE,,0,0,0,0,0,0,0,0,4407265,Station Wagon/Sport Utility Vehicle,,,,,
4/10/2021,22:06,,,1055      UNIVERSITY AVENUE,4,0,0,0,0,0,4,0,4408300,Taxi,Station Wagon/Sport Utility Vehicle,,,,
4/13/2021,8:04,EAST 13 STREET,AVENUE T,,1,0,0,0,0,0,0,0,4407768,Sedan,E-Scooter,,,,
4/15/2021,23:06,MARION AVENUE,EAST 193 STREET,,1,0,0,0,0,0,1,0,4407680,Sedan,Sedan,,,,
4/14/2021,12:00,,,33        FERNDALE AVENUE,0,0,0,0,0,0,0,0,4407494,Sedan,Box Truck,,,,
4/10/2021,4:45,THROOP AVENUE,GREENE AVENUE,,0,0,0,0,0,0,0,0,4408304,Sedan,,,,,
4/14/2021,17:30,WEST 34 STREET,,,0,0,0,0,0,0,0,0,4407827,Box Truck,Pick-up Truck,,,,
4/14/2021,22:40,LONG ISLAND EXPRESSWAY,,,2,0,0,0,0,0,2,0,4407399,Station Wagon/Sport Utility Vehicle,Box Truck,,,,
4/14/2021,12:47,HENDRIX STREET,ATLANTIC AVENUE,,2,0,0,0,0,0,2,0,4407740,Station Wagon/Sport Utility Vehicle,,,,,
4/16/2021,14:30,EAST 64 STREET,,,0,0,0,0,0,0,0,0,4408392,Sedan,,,,,
4/15/2021,0:00,WEST 155 STREET,BROADWAY,,3,0,0,0,0,0,3,0,4407822,Sedan,,,,,
4/14/2021,6:55,BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,4407655,Station Wagon/Sport Utility Vehicle,,,,,
4/14/2021,19:00,,,72-24     BROADWAY,0,0,0,0,0,0,0,0,4407712,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,17:00,WINCHESTER AVENUE,SYCAMORE STREET,,0,0,0,0,0,0,0,0,4407343,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,6:15,,,228-02    139 AVENUE,0,0,0,0,0,0,0,0,4407364,Sedan,,,,,
4/15/2021,8:15,,,84        VANDERBILT AVENUE,1,0,0,0,0,0,1,0,4407560,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,13:45,ATLANTIC AVENUE,LOUIS PLACE,,0,0,0,0,0,0,0,0,4408232,Taxi,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,16:25,EAST 119 STREET,PARK AVENUE,,1,0,0,0,0,0,1,0,4407529,Sedan,Taxi,,,,
4/15/2021,0:01,TRIBOROUGH BRIDGE,,,0,0,0,0,0,0,0,0,4407535,Taxi,,,,,
4/15/2021,3:00,,,823       NEW LOTS AVENUE,0,0,0,0,0,0,0,0,4407744,Sedan,Sedan,Sedan,,,
4/15/2021,9:00,AVENUE OF THE AMERICAS,,,1,0,0,0,0,0,1,0,4407854,Beverage Truck,Bus,,,,
4/14/2021,7:40,BOYLAND STREET,MACDOUGAL STREET,,0,0,0,0,0,0,0,0,4407250,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,20:15,,,211-15    JAMAICA AVENUE,0,0,0,0,0,0,0,0,4455943,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,8:00,,,160       SOUTH PORTLAND AVENUE,0,0,0,0,0,0,0,0,4407783,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,5:27,WOLCOTT STREET,CONOVER STREET,,1,0,0,0,0,0,1,0,4408325,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
4/15/2021,18:10,CORAL REEF WAY,ROCKAWAY BEACH BOULEVARD,,0,0,0,0,0,0,0,0,4407926,Station Wagon/Sport Utility Vehicle,,,,,
4/16/2021,17:15,WEST 95 STREET,,,0,0,0,0,0,0,0,0,4407877,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,16:42,EAST 88 STREET,,,0,0,0,0,0,0,0,0,4407443,Box Truck,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,14:56,,,24        EAST 116 STREET,0,0,0,0,0,0,0,0,4407751,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
4/15/2021,20:50,,,166       FLATBUSH AVENUE,1,0,1,0,0,0,0,0,4407890,Pick-up Truck,,,,,
4/15/2021,18:16,RIVERDALE AVENUE,HERZL STREET,,3,0,0,0,0,0,3,0,4408065,Sedan,Sedan,,,,
4/4/2021,4:00,,,220       LENOX AVENUE,0,0,0,0,0,0,0,0,4407772,Sedan,,,,,
4/15/2021,16:10,GRAND CONCOURSE,,,1,0,1,0,0,0,0,0,4408189,Station Wagon/Sport Utility Vehicle,,,,,
4/16/2021,21:20,BROADWAY,42 STREET,,1,0,0,0,0,0,1,0,4408021,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,12:00,,,500       WEST 144 STREET,0,0,0,0,0,0,0,0,4407310,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,18:14,,,636       CITY ISLAND AVENUE,1,0,0,0,1,0,0,0,4408400,Sedan,Bike,,,,
4/15/2021,21:42,LINCOLN AVENUE,RIDGEWOOD AVENUE,,0,0,0,0,0,0,0,0,4407749,Station Wagon/Sport Utility Vehicle,,,,,
4/16/2021,12:00,,,204       NOSTRAND AVENUE,0,0,0,0,0,0,0,0,4408294,Sedan,,,,,
4/16/2021,12:07,ROOSEVELT AVENUE,126 STREET,,1,0,0,0,0,0,1,0,4408206,Sedan,Sedan,,,,
4/14/2021,18:55,EAST 46 STREET,AVENUE D,,0,0,0,0,0,0,0,0,4408117,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/14/2021,18:38,,,16        MARCY PLACE,0,0,0,0,0,0,0,0,4407498,Sedan,Box Truck,,,,
4/11/2021,9:20,EAST NEW YORK AVENUE,UTICA AVENUE,,1,0,0,0,0,0,1,0,4408102,Sedan,Sedan,,,,
4/14/2021,1:00,30 AVENUE,85 STREET,,1,0,0,0,0,0,1,0,4407241,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/16/2021,14:00,,,18        LYNCH STREET,0,0,0,0,0,0,0,0,4408362,Sedan,Bus,,,,
4/14/2021,2:10,,,691       TOMPKINS AVENUE,0,0,0,0,0,0,0,0,4407371,Sedan,Sedan,,,,
4/14/2021,12:30,,,836       44 STREET,0,0,0,0,0,0,0,0,4407526,Sedan,VAN/TRUCK,,,,
4/16/2021,10:50,RICHMOND AVENUE,GOETHALS ROAD NORTH,,0,0,0,0,0,0,0,0,4407799,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,17:30,,,110-12    DITMARS BOULEVARD,0,0,0,0,0,0,0,0,4407716,Station Wagon/Sport Utility Vehicle,Taxi,Sedan,,,
4/16/2021,16:28,,,95        CLINTON AVENUE,0,0,0,0,0,0,0,0,4407859,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,
4/16/2021,11:30,HART PLACE,CROPSEY AVENUE,,0,0,0,0,0,0,0,0,4408058,Sedan,Box Truck,,,,
4/15/2021,17:45,,,1411      BURKE AVENUE,1,0,0,0,0,0,1,0,4408096,Sedan,Sedan,Sedan,,,
4/10/2021,22:55,ROGERS AVENUE,NEWKIRK AVENUE,,0,0,0,0,0,0,0,0,4408115,Sedan,Sedan,Sedan,,,
4/14/2021,7:00,CENTRAL AVENUE,MINTON STREET,,0,0,0,0,0,0,0,0,4407479,Sedan,,,,,
4/16/2021,16:55,31 AVENUE,71 STREET,,1,0,0,0,1,0,0,0,4407920,Sedan,Bike,,,,
4/14/2021,15:30,RANDALL AVENUE,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,4407330,Sedan,Tractor Truck Diesel,,,,
4/15/2021,18:05,,,1977      73 STREET,0,0,0,0,0,0,0,0,4407640,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,21:08,BROOKLYN QUEENS EXPRESSWAY,,,3,0,0,0,0,0,3,0,4407881,Sedan,Tractor Truck Diesel,,,,
4/14/2021,18:47,AMSTERDAM AVENUE,,,0,0,0,0,0,0,0,0,4407613,Taxi,Bus,,,,
4/16/2021,13:25,,,4373      WICKHAM AVENUE,3,0,0,0,0,0,3,0,4408141,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,
4/15/2021,8:00,COMMONWEALTH BOULEVARD,HILLSIDE AVENUE,,1,0,0,0,1,0,0,0,4407863,Pick-up Truck,E-Bike,,,,
4/14/2021,18:55,ROCKAWAY PARKWAY,AVENUE J,,1,0,0,0,0,0,1,0,4407405,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,
4/6/2021,0:30,5 AVENUE,WEST 116 STREET,,0,0,0,0,0,0,0,0,4407776,Sedan,Sedan,,,,
4/16/2021,22:55,,,269       EAST 19 STREET,1,0,0,0,0,0,1,0,4408039,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,10:00,CLIFFORD PLACE,TOWNSEND AVENUE,,0,0,0,0,0,0,0,0,4408004,Sedan,,,,,
4/14/2021,18:35,MONTROSE AVENUE,HUMBOLDT STREET,,0,0,0,0,0,0,0,0,4407391,Station Wagon/Sport Utility Vehicle,,,,,
4/14/2021,19:05,PARSONS BOULEVARD,14 AVENUE,,0,0,0,0,0,0,0,0,4407903,Sedan,Pick-up Truck,,,,
4/14/2021,15:45,,,3964      BRONX BOULEVARD,0,0,0,0,0,0,0,0,4407565,Sedan,,,,,
4/16/2021,20:00,,,412       BAINBRIDGE STREET,0,0,0,0,0,0,0,0,4408230,Station Wagon/Sport Utility Vehicle,,,,,
4/16/2021,11:20,DEAN STREET,,,0,0,0,0,0,0,0,0,4408265,Station Wagon/Sport Utility Vehicle,,,,,
4/10/2021,19:45,MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,4407972,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,17:16,JUNIUS STREET,SUTTER AVENUE,,0,0,0,0,0,0,0,0,4408070,Pick-up Truck,Sedan,,,,
2/26/2021,8:00,,,35-11     88 STREET,0,0,0,0,0,0,0,0,4407918,Sedan,,,,,
4/15/2021,13:36,149 STREET,SUTTER AVENUE,,0,0,0,0,0,0,0,0,4407593,Sedan,Sedan,,,,
4/15/2021,0:30,SOUTH CONDUIT AVENUE,180 STREET,,0,0,0,0,0,0,0,0,4407411,Sedan,,,,,
4/15/2021,14:11,EAST 161 STREET,,,0,0,0,0,0,0,0,0,4407781,Sedan,,,,,
4/13/2021,17:15,,,299       7 AVENUE,1,0,1,0,0,0,0,0,4408083,Sedan,,,,,
4/12/2021,5:00,MARCY AVENUE,,,0,0,0,0,0,0,0,0,4408282,Sedan,,,,,
4/16/2021,21:35,,,109-73    VANWYCK EXPRESSWAY,0,0,0,0,0,0,0,0,4407956,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,9:08,ATLANTIC AVENUE,,,0,0,0,0,0,0,0,0,4407726,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
4/9/2021,9:45,EAST 106 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,4408408,Box Truck,Van,,,,
4/14/2021,14:30,230 STREET,144 AVENUE,,0,0,0,0,0,0,0,0,4407323,Sedan,Sedan,Sedan,,,
4/15/2021,12:30,5 AVENUE,,,0,0,0,0,0,0,0,0,4407704,Sedan,Taxi,,,,
4/14/2021,11:00,GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,4407293,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,22:30,,,8512      20 AVENUE,0,0,0,0,0,0,0,0,4407650,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,1:45,BRUCKNER BOULEVARD,,,0,0,0,0,0,0,0,0,4407503,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/13/2021,14:35,EAST 169 STREET,GRANT AVENUE,,0,0,0,0,0,0,0,0,4408201,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,6:45,,,89-22     ROOSEVELT AVENUE,0,0,0,0,0,0,0,0,4407764,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/16/2021,10:32,WEST 130 STREET,,,0,0,0,0,0,0,0,0,4407803,Sedan,Box Truck,,,,
4/15/2021,6:15,,,2820      SNYDER AVENUE,0,0,0,0,0,0,0,0,4407541,Station Wagon/Sport Utility Vehicle,,,,,
4/14/2021,18:05,EAST 35 STREET,,,0,0,0,0,0,0,0,0,4407348,Box Truck,Sedan,,,,
4/14/2021,11:42,EAST 147 STREET,,,0,0,0,0,0,0,0,0,4407429,Sedan,,,,,
4/13/2021,18:53,,,600       EAST 2 STREET,0,0,0,0,0,0,0,0,4408152,Sedan,Sedan,,,,
4/16/2021,9:40,WOODHAVEN BOULEVARD,ELIOT AVENUE,,0,0,0,0,0,0,0,0,4407814,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,13:55,SMITH STREET,WEST 9 STREET,,0,0,0,0,0,0,0,0,4407522,SEMI TRAIL,,,,,
4/15/2021,5:56,,,682       11 AVENUE,1,0,0,0,0,0,1,0,4407462,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,15:40,MIDDLETON STREET,THROOP AVENUE,,1,0,1,0,0,0,0,0,4408370,Sedan,,,,,
4/16/2021,0:01,49 AVENUE,21 STREET,,0,0,0,0,0,0,0,0,4407831,Station Wagon/Sport Utility Vehicle,,,,,
4/14/2021,10:39,164 STREET,BOOTH MEMORIAL AVENUE,,1,0,0,0,0,0,1,0,4407281,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/14/2021,0:27,SEDGWICK AVENUE,UNDERCLIFF AVENUE,,1,0,0,0,1,0,0,0,4407161,Bike,,,,,
7/8/2021,20:38,,,3455      BAYCHESTER AVENUE,0,0,0,0,0,0,0,0,4456625,Sedan,Sedan,,,,
4/15/2021,18:35,STILLWELL AVENUE,MERMAID AVENUE,,0,0,0,0,0,0,0,0,4408055,Ambulance,,,,,
4/15/2021,18:46,CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,4407690,Station Wagon/Sport Utility Vehicle,,,,,
4/15/2021,4:13,,,764       TINTON AVENUE,0,0,0,0,0,0,0,0,4407434,Sedan,Sedan,,,,
4/14/2021,19:00,VAN WYCK EXPWY,,,2,0,0,0,0,0,2,0,4407351,Sedan,Tractor Truck Diesel,,,,
4/16/2021,10:45,LONG ISLAND EXPRESSWAY,,,1,0,0,0,0,0,1,0,4407791,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
7/8/2021,17:10,ATLANTIC AVENUE,JEROME STREET,,0,0,0,0,0,0,0,0,4456630,Station Wagon/Sport Utility Vehicle,,,,,
4/15/2021,21:48,FULTON STREET,,,0,0,0,0,0,0,0,0,4407635,Sedan,Sedan,,,,
4/16/2021,17:58,249 STREET,41 AVENUE,,1,0,0,0,0,0,1,0,4407846,Sedan,Sedan,,,,
4/15/2021,7:00,ROCHESTER AVENUE,,,0,0,0,0,0,0,0,0,4407943,Sedan,,,,,
4/14/2021,16:50,HICKS STREET,PRESIDENT STREET,,1,0,0,0,0,0,1,0,4407569,Sedan,Sedan,Sedan,,,
4/9/2021,0:00,381A Marcus Garvey Blvd,STUYVESANT AVENUE,,1,0,0,0,0,0,1,0,4408225,Motorcycle,Taxi,,,,
4/16/2021,14:58,,,2280      MC DONALD AVENUE,0,0,0,0,0,0,0,0,4407899,Sedan,,,,,
4/15/2021,16:00,,,21        MANHATTAN AVENUE,0,0,0,0,0,0,0,0,4407669,Sedan,,,,,
4/15/2021,18:47,EAST 158 STREET,,,0,0,0,0,0,0,0,0,4407796,Sedan,Sedan,,,,
4/14/2021,9:15,RALPH AVENUE,PACIFIC STREET,,1,0,0,0,0,0,1,0,4408260,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/11/2021,23:57,NOME AVENUE,MERRYMOUNT STREET,,0,0,0,0,0,0,0,0,4407759,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,20:00,PARKSIDE AVENUE,PARADE PLACE,,1,0,0,0,1,0,0,0,4408031,Bike,Sedan,,,,
4/16/2021,17:20,WINTHROP STREET,UTICA AVENUE,,0,0,0,0,0,0,0,0,4408000,Sedan,,,,,
4/14/2021,21:38,MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,4407386,Sedan,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,17:50,ROCKAWAY AVENUE,SUTTER AVENUE,,0,0,0,0,0,0,0,0,4455992,Pick-up Truck,Sedan,,,,
4/15/2021,10:19,,,21-75     48 STREET,0,0,0,0,0,0,0,0,4407583,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,
4/15/2021,19:15,72 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,4407687,Sedan,Bike,,,,
4/14/2021,18:00,CHRISTOPHER LANE,VICTORY BOULEVARD,,0,0,0,0,0,0,0,0,4407495,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/15/2021,17:00,,,149       7 AVENUE,0,0,0,0,0,0,0,0,4407700,Station Wagon/Sport Utility Vehicle,,,,,
4/16/2021,23:20,,,995       ROGERS AVENUE,0,0,0,0,0,0,0,0,4408124,Sedan,Sedan,,,,
4/7/2021,19:30,,,90-22     185 STREET,0,0,0,0,0,0,0,0,4408414,Sedan,Sedan,,,,
4/16/2021,20:45,48 AVENUE,5 STREET,,1,0,0,0,0,0,1,0,4407860,Motorcycle,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,10:00,,,890       SCHENCK AVENUE,0,0,0,0,0,0,0,0,4407720,,,,,,
4/14/2021,16:00,BELL BOULEVARD,26 AVENUE,,0,0,0,0,0,0,0,0,4407845,Bike,,,,,
4/16/2021,13:40,STATEN ISLAND EXPRESSWAY,,,2,0,0,0,0,0,2,0,4407823,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
4/14/2021,11:10,90 AVENUE,,,0,0,0,0,0,0,0,0,4407319,Box Truck,Sedan,Sedan,,,
4/14/2021,14:50,EAST 84 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,4407517,Taxi,Pedicab,,,,
4/15/2021,16:03,WEST 169 STREET,,,2,0,0,0,0,0,2,0,4407654,Sedan,Sedan,,,,
4/15/2021,7:20,,,88-44     161 STREET,0,0,0,0,0,0,0,0,4407482,Sedan,,,,,
4/14/2021,9:58,BROOKLYN QUEENS EXPRESSWAY,,,1,0,0,0,0,0,1,0,4407300,Sedan,Sedan,Sedan,Van,,
4/14/2021,14:20,BELT PARKWAY,,,1,0,0,0,0,0,1,0,4407344,Sedan,Pick-up Truck,,,,
4/16/2021,14:35,,,175       WOODWARD AVENUE,0,0,0,0,0,0,0,0,4407818,Station Wagon/Sport Utility Vehicle,,,,,
4/15/2021,9:00,87 STREET,107 AVENUE,,0,0,0,0,0,0,0,0,4407545,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,21:55,MACOMBS ROAD,FEATHERBED LANE,,1,0,0,0,0,0,1,0,4407536,Sedan,Sedan,,,,
4/14/2021,9:49,COHANCY STREET,NORTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,4407267,Station Wagon/Sport Utility Vehicle,Sedan,,,,
3/26/2022,14:30,,,25        WEST 38 STREET,1,0,1,0,0,0,0,0,4513714,Bike,,,,,
4/14/2021,13:18,LORIMER STREET,,,0,0,0,0,0,0,0,0,4407670,Station Wagon/Sport Utility Vehicle,,,,,
4/15/2021,15:50,ITTNER PLACE,PARK AVENUE,,0,0,0,0,0,0,0,0,4407786,Sedan,Sedan,,,,
4/13/2021,17:15,BEDFORD AVENUE,CLARKSON AVENUE,,0,0,0,0,0,0,0,0,4408105,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,
4/7/2021,18:20,BEDFORD AVENUE,BROADWAY,,1,0,1,0,0,0,0,0,4408385,Station Wagon/Sport Utility Vehicle,,,,,
4/15/2021,0:39,BELT PARKWAY,,,0,0,0,0,0,0,0,0,4408051,Sedan,Sedan,,,,
4/16/2021,4:16,WEST 47 STREET,,,0,0,0,0,0,0,0,0,4407705,Station Wagon/Sport Utility Vehicle,Dump,,,,
4/14/2021,7:50,WEST 133 STREET,BROADWAY,,0,0,0,0,0,0,0,0,4407574,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,8:28,pennsylvania ave,belt parkway,,2,0,0,0,0,0,2,0,4407739,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,
4/15/2021,4:25,231 STREET,116 AVENUE,,0,0,0,0,0,0,0,0,4407418,Sedan,Pick-up Truck,,,,
4/15/2021,15:20,,,1370      70 STREET,0,0,0,0,0,0,0,0,4407628,Station Wagon/Sport Utility Vehicle,E-Bike,,,,
4/15/2021,14:30,,,145-80    FARMERS BOULEVARD,0,0,0,0,0,0,0,0,4407631,Sedan,,,,,
4/14/2021,2:02,,,768       UNION STREET,0,0,0,0,0,0,0,0,4407151,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,12:12,WATER STREET,MAIDEN LANE,,1,0,1,0,0,0,0,0,4407694,Sedan,,,,,
4/15/2021,1:17,GARRISON AVENUE,LONGFELLOW AVENUE,,0,0,0,0,0,0,0,0,4407442,Sedan,Sedan,,,,
4/16/2021,3:15,116 AVENUE,158 STREET,,0,0,0,0,0,0,0,0,4407754,Sedan,,,,,
4/7/2021,13:25,55 STREET,NEW UTRECHT AVENUE,,1,0,1,0,0,0,0,0,4407932,,,,,,
4/15/2021,7:35,BRONX RIVER PARKWAY RAMP,,,0,0,0,0,0,0,0,0,4407664,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/5/2021,19:42,,,11        WEST 116 STREET,2,0,1,0,0,0,1,0,4407771,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,
4/14/2021,15:00,67 AVENUE,BURNS STREET,,1,0,0,0,0,0,1,0,4407382,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,10:20,WEST 44 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,4407553,Van,Sedan,,,,
4/16/2021,18:25,RICHMOND ROAD,COLUMBUS AVENUE,,0,0,0,0,0,0,0,0,4407850,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,0:00,EAST GUN HILL ROAD,MICKLE AVENUE,,0,0,0,0,0,0,0,0,4407895,Dump,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,15:35,SHERMAN AVENUE,WEST 204 STREET,,0,0,0,0,0,0,0,0,4408222,Sedan,Sedan,,,,
4/13/2021,20:00,JACKIE ROBINSON PKWY,,,0,0,0,0,0,0,0,0,4407813,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,22:09,OVERLOOK TERRACE,,,0,0,0,0,0,0,0,0,4408158,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,
