UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,VEHICLE_OCCUPANTS,DRIVER_LICENSE_STATUS,PRE_CRASH_NUM,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2
16944245,3410568,3/31/2016,17:05,71642,4 dr sedan,HOND -CAR/SUV,HOND ACC,2009,1,Licensed,0,Left Front Quarter Panel,Left Front Quarter Panel,Left Side Doors,,,Unspecified,Driver Inattention/Distraction,Unspecified
19139196,4228988,10/24/2019,22:58,51e9814f-52a9-4d29-be5a-3dab4a1827cb,Station Wagon/Sport Utility Vehicle,BMW -CAR/SUV,,2018,1,Licensed,5,Left Rear Bumper,Left Rear Bumper,Left Rear Quarter Panel,,,N,Unspecified,Unspecified
8531818,10184,12/19/2012,17:44,2,SPORT UTILITY / STATION WAGON,,,,,,3,,,,,,,Backing Unsafely,
19139925,4229471,10/24/2019,13:43,8e916c1d-d3a3-4330-8341-9b2ccb356dbb,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2006,2,Licensed,6,Other,Other,,,,N,Passing Too Closely,Passing Too Closely
19140017,4229226,10/24/2019,7:35,57174339-10ab-4b44-bf4e-83794f57d475,,,,,,,8,,,,,,Unspecified,,
17046802,3434223,5/3/2016,2:21,218839,4 dr sedan,TOYT -CAR/SUV,TOYT CAM,2014,0,,0,Right Front Bumper,Right Front Bumper,Center Front End,Right Front Quarter Panel,Right Side Doors,N,Aggressive Driving/Road Rage,Unsafe Speed
11753375,170509,2/17/2014,14:00,2,UNKNOWN,,,,,,1,,,,,,,Unspecified,
19138918,4228716,10/24/2019,10:50,90f91ec0-2ac3-4614-93d7-49d822181b1d,Sedan,BMW -CAR/SUV,,2011,1,Licensed,4,Left Front Bumper,Left Front Bumper,,,,N,Unsafe Lane Changing,Unspecified
19139429,4228911,10/24/2019,17:00,1a8987bc-728a-4cfb-83d8-858562955ff6,Station Wagon/Sport Utility Vehicle,LINC -CAR/SUV,,2007,1,Licensed,7,Right Front Quarter Panel,No Damage,,,,N,Driver Inattention/Distraction,Unsafe Lane Changing
19139705,4228760,10/24/2019,8:30,5e131729-8c8a-49b4-a443-cab505e80ccc,,,,,,,1,,,,,,N,,
19140292,4229285,10/24/2019,17:05,e3425897-634c-4e95-88bd-47269a86c484,Sedan,TOYT -CAR/SUV,,2005,2,Licensed,8,Left Front Bumper,Left Front Bumper,,,,N,Driver Inattention/Distraction,Unspecified
9124664,42432,8/17/2013,17:30,1,TAXI,,,,,,3,,,,,,,Backing Unsafely,
14991844,3359993,12/23/2015,14:25,1,SPORT UTILITY / STATION WAGON,,,,,,7,,,,,,,Unspecified,
17159175,3534470,10/4/2016,19:00,886715,Sedan,HOND -CAR/SUV,,2013,0,,4,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,No Damage,No Damage,N,Unspecified,Unspecified
12004878,184254,12/18/2013,16:45,2,PASSENGER VEHICLE,,,,,,5,,,,,,,Unspecified,
19140019,4229235,10/24/2019,8:00,386974eb-f156-42cf-a6b9-2bb6649567fe,Pick-up Truck,DELO -CAR/SUV,,2014,1,Licensed,6,Other,Other,Other,Other,Other,N,Unspecified,Unspecified
13251138,3047030,11/24/2014,10:10,1,PASSENGER VEHICLE,,,,,,3,,,,,,,Unspecified,
15068520,3398666,2/29/2016,10:00,1,PASSENGER VEHICLE,,,,,,1,,,,,,,Driver Inattention/Distraction,
19139944,4229408,10/24/2019,19:30,1c124a5e-6837-4421-adfe-ac784c945140,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2016,1,Licensed,3,Left Rear Bumper,Left Rear Quarter Panel,Left Rear Bumper,No Damage,No Damage,N,Unspecified,Unspecified
19140504,4229213,10/24/2019,10:30,661ef41c-74c8-4672-a480-5fa3747ff640,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2020,1,Licensed,9,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,Driver Inattention/Distraction,Unspecified
10230403,2919537,8/25/2014,12:45,1,PASSENGER VEHICLE,,,,,,3,,,,,,,Turning Improperly,
19139177,4229062,10/24/2019,17:36,73a323ce-3de7-43a3-8c85-fc00ecdcf34f,Tractor Truck Diesel,MACK-TRUCK/BUS,,2015,1,Licensed,9,Right Front Quarter Panel,Right Front Quarter Panel,Right Side Doors,,,N,Unspecified,Unspecified
19138904,4228922,10/24/2019,13:45,8aec69a0-e0d0-4b0d-98a6-f5b00f5761ea,Sedan,TESL -CAR/SUV,,2014,3,Licensed,7,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,Unspecified,Unspecified
19140670,4229696,10/24/2019,22:20,8458254f-d41f-49bb-9f53-a1ab71a11bd2,Station Wagon/Sport Utility Vehicle,DODG -CAR/SUV,,2006,1,,8,Center Front End,Center Front End,,,,N,Driver Inattention/Distraction,Driver Inattention/Distraction
19140680,4229693,10/19/2019,14:33,8a2877b2-231f-4453-840f-51dc2fbfdfc7,Sedan,HOND -CAR/SUV,,2010,0,,7,Right Rear Quarter Panel,Right Rear Bumper,No Damage,No Damage,No Damage,N,Backing Unsafely,Unspecified
12844827,224678,7/28/2013,15:30,2,SPORT UTILITY / STATION WAGON,,,,,,6,,,,,,,Unspecified,
15032299,3380359,1/30/2016,9:30,3,SPORT UTILITY / STATION WAGON,,,,,,5,,,,,,,Unspecified,
19139009,4228767,10/24/2019,0:00,8c714da2-b671-4b37-8290-28861699171d,Pick-up Truck,FORD -CAR/SUV,,2016,1,Licensed,8,Right Front Quarter Panel,Right Front Quarter Panel,Right Side Doors,Right Rear Quarter Panel,,N,Driver Inattention/Distraction,Passing Too Closely
9882056,327096,4/28/2014,18:20,2,LIVERY VEHICLE,,,,,,6,,,,,,,Unspecified,
19138919,4228716,10/24/2019,10:50,ebf97cb3-ec05-4a3b-887f-cc5a639c3989,Bus,FORD-TRUCK/BUS,,2012,1,Licensed,1,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,Unspecified,Unspecified
10774699,116894,9/18/2012,11:42,1,PASSENGER VEHICLE,,,,,,8,,,,,,,Driver Inattention/Distraction,
19139734,4228885,10/24/2019,20:35,0919a5e2-2cb9-48f2-99ed-9bb288786065,Bike,,,,1,,1,Center Front End,Center Front End,,,,N,Unspecified,Unspecified
11158954,136608,12/9/2012,15:30,2,SPORT UTILITY / STATION WAGON,,,,,,0,,,,,,,Unspecified,
15058774,3393745,2/22/2016,20:26,1,PASSENGER VEHICLE,,,,,,0,,,,,,,Fatigued/Drowsy,
9281096,48802,5/31/2013,12:00,1,PASSENGER VEHICLE,,,,,,9,,,,,,,Unspecified,
8998841,35602,7/26/2013,8:25,1,SPORT UTILITY / STATION WAGON,,,,,,9,,,,,,,Unspecified,
17173409,3504205,8/21/2016,21:10,684864,Sedan,HOND -CAR/SUV,,2016,4,Licensed,2,Right Front Quarter Panel,Right Front Quarter Panel,Right Side Doors,Right Rear Quarter Panel,No Damage,N,Failure to Yield Right-of-Way,Turning Improperly
8483579,9242,2/12/2014,12:28,1,VAN,,,,,,5,,,,,,,Unspecified,
12136389,191164,1/1/2014,14:00,1,SPORT UTILITY / STATION WAGON,,,,,,6,,,,,,,Unspecified,
19140672,4229691,10/24/2019,20:42,a78f1de0-7e2f-42b3-967c-e0606ed7b915,Sedan,HYUN -CAR/SUV,,2016,1,Licensed,6,Left Rear Bumper,Left Rear Bumper,No Damage,No Damage,No Damage,N,Unspecified,Unspecified
9620578,66499,8/15/2012,20:20,1,SPORT UTILITY / STATION WAGON,,,,,,9,,,,,,,Unspecified,
19138752,4228812,10/24/2019,0:44,1a19e131-917c-4186-be58-b40ff329fafb,Sedan,NISS -CAR/SUV,,2017,2,Licensed,3,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,,,N,Steering Failure,Unspecified
17152057,3485249,7/21/2016,7:30,545315,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2006,1,Licensed,2,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,Unspecified,Unspecified
17225710,3479506,7/12/2016,22:00,510437,Taxi,TOYT -CAR/SUV,,2014,1,Licensed,7,Right Rear Bumper,Right Rear Bumper,,,,N,Aggressive Driving/Road Rage,Backing Unsafely
14656447,3203429,4/15/2015,19:05,1,PASSENGER VEHICLE,,,,,,6,,,,,,,Unspecified,
19141043,4229626,10/23/2019,18:22,97bdafba-ec78-4c7d-b0d8-b03fb2934a35,Sedan,MITS -CAR/SUV,,2015,0,,3,Right Rear Bumper,Right Rear Bumper,Center Back End,No Damage,No Damage,N,Unspecified,Unspecified
13654066,262861,10/4/2013,15:09,1,PASSENGER VEHICLE,,,,,,2,,,,,,,Fatigued/Drowsy,
14726633,3232394,6/1/2015,8:50,2,PASSENGER VEHICLE,,,,,,3,,,,,,,Unspecified,
19139826,4229149,10/24/2019,20:00,cf584a9c-dc33-4575-be6d-37e4fcb03fa3,Station Wagon/Sport Utility Vehicle,AUDI -CAR/SUV,,2018,1,Licensed,9,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,Driver Inattention/Distraction,Unspecified
12001719,182648,7/1/2012,8:00,2,PASSENGER VEHICLE,,,,,,1,,,,,,,Unspecified,
19139236,4228780,10/24/2019,14:05,33b1af74-93d5-4439-8002-c75ee93f5bd6,Sedan,TOYT -CAR/SUV,,2006,1,Licensed,6,Left Rear Bumper,Left Rear Bumper,,,,N,Backing Unsafely,Unspecified
12849128,226505,12/1/2013,13:34,1,PASSENGER VEHICLE,,,,,,7,,,,,,,Unspecified,
11809331,308490,3/19/2014,8:40,2,UNKNOWN,,,,,,7,,,,,,,Driver Inattention/Distraction,
12055757,306333,3/16/2014,5:20,2,UNKNOWN,,,,,,1,,,,,,,Unspecified,
17218509,3474043,6/26/2016,14:30,478562,4 dr sedan,CHEV -CAR/SUV,,2016,1,Licensed,9,Left Front Quarter Panel,Left Side Doors,Left Rear Quarter Panel,Left Rear Bumper,Left Side Doors,N,Passing Too Closely,Driver Inattention/Distraction
17158998,3459453,6/7/2016,20:50,381181,4 dr sedan,MAZD -CAR/SUV,,2014,0,,7,Right Rear Quarter Panel,Right Rear Quarter Panel,Left Rear Quarter Panel,Other,No Damage,N,Unspecified,Unspecified
19139079,4228674,10/24/2019,8:53,f8ec8201-0ab1-4b8c-8302-1ea31d8fb9a1,Sedan,DODG -CAR/SUV,,2007,1,Licensed,6,Left Front Bumper,Left Front Bumper,Center Front End,,,N,Unspecified,Unspecified
9280282,48445,5/3/2013,15:45,2,SPORT UTILITY / STATION WAGON,,,,,,0,,,,,,,Other Vehicular,
11920110,339478,5/22/2014,15:12,1,PASSENGER VEHICLE,,,,,,9,,,,,,,Unspecified,
9004084,331867,5/8/2014,11:20,1,PASSENGER VEHICLE,,,,,,9,,,,,,,Unspecified,
19140015,4229332,10/24/2019,11:40,0a36ede9-2721-46f4-aa4c-ba5808ec3c75,Sedan,FORD -CAR/SUV,,2018,1,Licensed,9,Left Front Bumper,Left Front Bumper,,,,N,Unspecified,Unspecified
11743315,165739,1/21/2013,18:25,2,PASSENGER VEHICLE,,,,,,3,,,,,,,Unspecified,
13414766,248911,2/7/2013,12:30,2,SPORT UTILITY / STATION WAGON,,,,,,4,,,,,,,Unspecified,
19138964,4228620,10/24/2019,8:30,5cb168b6-8a4b-4afc-a088-bbae75ec64fd,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2017,1,Licensed,5,Right Rear Bumper,Center Back End,Center Back End,,,N,Backing Unsafely,Unspecified
12542832,210106,1/24/2013,11:00,2,PASSENGER VEHICLE,,,,,,7,,,,,,,Unspecified,
19139532,4228727,10/24/2019,10:21,5f6200ab-6c0a-4c3b-b9ec-0ddf60b2f1d2,Box Truck,ISU-TRUCK/BUS,,2018,2,Licensed,0,Right Side Doors,Right Side Doors,,,,N,Driver Inattention/Distraction,Unspecified
12962862,232085,11/9/2013,4:30,1,SPORT UTILITY / STATION WAGON,,,,,,3,,,,,,,Prescription Medication,
19140905,4229600,10/24/2019,16:15,48989a72-5cff-462a-b887-7dfe7a09447b,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,2019,1,Licensed,2,Center Back End,Center Back End,,,,N,Unspecified,Unspecified
17413600,3588098,12/27/2016,22:15,1258144,Sedan,NISS -CAR/SUV,,2015,2,Licensed,6,Right Front Bumper,Right Front Bumper,No Damage,No Damage,No Damage,N,Driver Inattention/Distraction,Failure to Yield Right-of-Way
19140586,4229258,10/24/2019,19:00,8752c050-8b31-44ca-bd3e-9f1794d4b043,Sedan,TOYT -CAR/SUV,,2017,2,Licensed,0,Center Front End,Center Front End,,,,N,Following Too Closely,Unspecified
19140192,4229291,10/24/2019,21:00,22b4205b-60b4-4a10-9b5b-989372e40fe7,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2016,0,,4,Left Front Quarter Panel,Left Side Doors,Left Rear Quarter Panel,,,N,Unspecified,Unspecified
16935958,3414724,3/15/2016,13:25,9109,Station Wagon/Sport Utility Vehicle,CHRY -CAR/SUV,CHRY TOW,2002,1,,6,Right Side Doors,Right Rear Quarter Panel,Right Rear Bumper,,,N,Unspecified,Unspecified
9799207,75319,10/7/2013,16:24,2,TAXI,,,,,,5,,,,,,,Pavement Slippery,
19138914,4228678,10/24/2019,11:45,a6df77ed-b0d2-4655-a301-41d9307fcfb0,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2017,2,Licensed,9,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,No Damage,N,Unspecified,Unspecified
17225835,3463374,6/16/2016,9:35,407647,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2002,1,Licensed,8,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,Turning Improperly,Unspecified
17309073,3521167,9/15/2016,10:55,800254,Bus,,,2003,1,,2,Right Side Doors,Right Side Doors,,,,N,Unspecified,Driver Inattention/Distraction
14411171,352702,6/14/2014,22:00,2,UNKNOWN,,,,,,3,,,,,,,Unspecified,
19139047,4228996,10/24/2019,17:30,cb1eccdf-731b-4ba2-a28f-5c7dde27023b,Sedan,HOND -CAR/SUV,,2019,1,Licensed,6,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,Unspecified,Unspecified
9356358,995352,7/18/2014,9:40,2,PASSENGER VEHICLE,,,,,,7,,,,,,,Turning Improperly,
14860733,3294120,9/6/2015,18:26,2,PASSENGER VEHICLE,,,,,,9,,,,,,,,
19140657,4229538,10/24/2019,17:30,45285962-7c0f-4f06-ba8e-d4f144d9970a,Station Wagon/Sport Utility Vehicle,PONT -CAR/SUV,,2006,3,Licensed,5,Center Front End,No Damage,,,,N,Unspecified,Unspecified
19140963,4229652,10/18/2019,3:19,f1aaf3f9-6724-4d3d-a185-3d5b57fa5906,Sedan,HOND -CAR/SUV,,2014,1,Unlicensed,0,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,Failure to Yield Right-of-Way,Aggressive Driving/Road Rage
17185256,3483924,7/19/2016,6:30,534011,,,,,,,0,,,,,,Unspecified,,
13426068,253813,12/27/2013,17:43,1,PASSENGER VEHICLE,,,,,,0,,,,,,,Unspecified,
13422334,252155,9/15/2013,16:10,1,PASSENGER VEHICLE,,,,,,0,,,,,,,Unspecified,
8998312,35359,6/30/2013,10:32,1,SPORT UTILITY / STATION WAGON,,,,,,5,,,,,,,Unspecified,
14088846,281849,4/15/2013,17:05,2,PASSENGER VEHICLE,,,,,,3,,,,,,,Glare,
12056525,344490,6/1/2014,12:26,1,PASSENGER VEHICLE,,,,,,0,,,,,,,Unspecified,
12463939,335777,5/15/2014,15:10,1,LARGE COM VEH(6 OR MORE TIRES),,,,,,0,,,,,,,Driver Inattention/Distraction,
14769634,3250323,6/29/2015,11:40,1,PASSENGER VEHICLE,,,,,,0,,,,,,,Driver Inattention/Distraction,
10781441,2944097,9/25/2013,8:00,1,PASSENGER VEHICLE,,,,,,8,,,,,,,Driver Inattention/Distraction,
19139784,4229147,10/24/2019,15:30,ff99011f-28ff-469b-84ec-c448736336b0,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2014,1,Licensed,9,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,No Damage,No Damage,N,Failure to Yield Right-of-Way,Unspecified
9845238,78195,11/24/2013,23:45,2,OTHER,,,,,,5,,,,,,,Unspecified,
14740422,3238094,6/11/2015,9:16,1,BUS,,,,,,1,,,,,,,Unspecified,
19139741,4229434,10/24/2019,18:20,c2405857-f270-4e36-90a4-3cb9d3c571b8,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2005,2,Licensed,8,Left Front Quarter Panel,Left Front Quarter Panel,Left Side Doors,No Damage,No Damage,N,Passing Too Closely,Unspecified
8785512,23356,3/4/2013,12:25,1,LARGE COM VEH(6 OR MORE TIRES),,,,,,7,,,,,,,Unspecified,
15016891,3372576,1/16/2016,14:00,1,SPORT UTILITY / STATION WAGON,,,,,,2,,,,,,,Driver Inattention/Distraction,
19140509,4229199,10/24/2019,17:30,ff3b7a1b-2905-48a8-bb3d-cc1a9a8add6c,Station Wagon/Sport Utility Vehicle,INFI -CAR/SUV,,2004,1,Licensed,0,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,Following Too Closely,Unspecified
17403474,3580294,12/15/2016,8:10,1203701,Sedan,HOND -CAR/SUV,,2016,1,Licensed,8,Right Side Doors,Center Front End,,,,N,Unspecified,Unspecified
17288674,3554397,11/5/2016,19:00,1030526,Sedan,LEXS -CAR/SUV,,2003,2,Licensed,5,Right Front Quarter Panel,Right Front Bumper,Center Front End,,,N,Unspecified,Unspecified
14832566,3280158,8/18/2015,14:40,1,PASSENGER VEHICLE,,,,,,4,,,,,,,Driver Inattention/Distraction,
19139420,4228679,10/24/2019,12:30,09b9d56a-4724-49a6-8f0f-8afbf247a273,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2009,1,Licensed,5,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,Following Too Closely,Driver Inattention/Distraction
17267932,3492092,7/30/2016,15:35,716575,Sedan,HYUN -CAR/SUV,,2015,1,Licensed,0,Left Front Bumper,Center Front End,Right Front Bumper,Left Front Quarter Panel,No Damage,N,Driver Inattention/Distraction,Unspecified
19139234,4228741,10/24/2019,13:20,6655cce3-cda2-4275-8de4-2bc11e723a56,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,1985,0,Licensed,5,Left Front Bumper,Left Front Bumper,Center Front End,Center Front End,Center Front End,N,Unspecified,Unspecified
15040831,3384711,2/4/2016,9:05,1,PASSENGER VEHICLE,,,,,,5,,,,,,,Unspecified,
19693330,4322338,6/22/2020,10:19,97331e7e-4d04-40dc-8593-2c0dc0c5b032,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2015,1,Licensed,5,Left Front Bumper,Left Front Bumper,,,,N,Driver Inattention/Distraction,Unspecified
14770822,3250862,7/2/2015,7:45,1,SPORT UTILITY / STATION WAGON,,,,,,8,,,,,,,Unspecified,
19140952,4229546,10/24/2019,15:30,a82b5cec-04cd-494c-a691-068d1bee7be8,Bus,starc,,2016,3,,9,Right Front Bumper,Right Front Bumper,No Damage,No Damage,No Damage,N,Unspecified,Unspecified
14619901,3188251,3/18/2015,12:25,2,PASSENGER VEHICLE,,,,,,0,,,,,,,Unspecified,
14090874,282758,7/28/2013,17:17,1,PASSENGER VEHICLE,,,,,,3,,,,,,,Unspecified,
12315534,200548,11/20/2013,7:30,2,UNKNOWN,,,,,,4,,,,,,,Prescription Medication,
14694545,3219453,5/11/2015,8:35,1,PASSENGER VEHICLE,,,,,,7,,,,,,,Driver Inexperience,
9722856,350238,6/12/2014,14:30,1,VAN,,,,,,3,,,,,,,Unspecified,
19139841,4229419,10/24/2019,7:20,9141c4f5-6280-475a-b5a3-8652565ad877,E-Bik,,,,1,,0,Center Front End,Other,,,,N,Passing Too Closely,Unsafe Speed
14749247,3241309,6/16/2015,10:46,1,PASSENGER VEHICLE,,,,,,4,,,,,,,Unspecified,
10157605,89197,10/23/2012,9:50,2,PASSENGER VEHICLE,,,,,,8,,,,,,,Unspecified,
14932129,3329946,11/7/2015,0:01,2,PASSENGER VEHICLE,,,,,,3,,,,,,,Prescription Medication,
17334558,3472782,7/1/2016,23:50,473341,Garbage or Refuse,KW-TRUCK/BUS,,2008,2,Licensed,0,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,Pavement Slippery,Unspecified
9624931,504056,7/12/2014,20:20,1,,,,,,,5,,,,,,,Unspecified,
19140213,4229175,10/24/2019,16:00,c9cc9984-323c-43c0-b938-3a8a8e89b434,Sedan,HOND -CAR/SUV,,2002,1,Licensed,6,Left Front Bumper,Left Front Bumper,,,,N,Unspecified,Unspecified
14735420,3236070,6/7/2015,13:34,2,PASSENGER VEHICLE,,,,,,2,,,,,,,Unspecified,
14465649,303499,10/29/2013,17:15,1,SPORT UTILITY / STATION WAGON,,,,,,6,,,,,,,Unspecified,
11409795,363260,7/7/2014,20:43,2,PASSENGER VEHICLE,,,,,,1,,,,,,,Unspecified,
14921278,3324539,10/28/2015,15:45,2,SPORT UTILITY / STATION WAGON,,,,,,5,,,,,,,Other Vehicular,
11869286,995035,7/18/2014,0:15,1,TAXI,,,,,,4,,,,,,,Unspecified,
15016399,3372329,1/17/2016,16:00,2,UNKNOWN,,,,,,9,,,,,,,Unspecified,
12262445,2819649,11/6/2014,12:40,1,PASSENGER VEHICLE,,,,,,3,,,,,,,Other Vehicular,
14559940,3163517,2/3/2015,17:52,1,SPORT UTILITY / STATION WAGON,,,,,,2,,,,,,,Unspecified,
19140351,4229134,10/24/2019,18:26,9a4baff5-a14f-4d3a-a455-7d3c46f63503,Motorcycle,SUZI -MCL,,2017,1,Licensed,0,Center Front End,Right Rear Quarter Panel,Left Side Doors,Left Front Quarter Panel,,N,Unspecified,Unspecified
17212623,3524493,9/19/2016,12:45,814770,Sedan,HOND -CAR/SUV,,2001,1,Licensed,1,Center Front End,Center Front End,,,,N,Reaction to Uninvolved Vehicle,Unspecified
16944172,3422686,3/22/2016,8:15,32866,4 dr sedan,DODG -CAR/SUV,,2007,2,,7,Right Rear Quarter Panel,Right Rear Quarter Panel,,,,N,Unspecified,Unspecified
15002444,3365317,1/4/2016,10:40,1,SPORT UTILITY / STATION WAGON,,,,,,9,,,,,,,Unspecified,
19139677,4228969,10/24/2019,9:27,ce9a7e5e-4e11-4a5d-b7e1-5181baffd29e,Sedan,MERZ -CAR/SUV,,2015,1,Licensed,5,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,,,N,Outside Car Distraction,Unspecified
19140790,4229549,10/24/2019,10:20,a84d28e6-5fd5-4ba9-ab80-4389d453327d,Box Truck,HINO -TRUCK/BUS,,2011,3,Licensed,4,Left Front Quarter Panel,No Damage,No Damage,No Damage,No Damage,N,Other Vehicular,Passing Too Closely
19139381,4228941,10/24/2019,15:43,2407fe22-3279-4e24-ac54-7b7f38424067,Sedan,TOYT -CAR/SUV,,1999,1,Licensed,1,Center Back End,Center Back End,,,,N,Reaction to Uninvolved Vehicle,Unspecified
17278149,3557684,11/9/2016,23:00,1049017,Sedan,TOYT -CAR/SUV,,2002,1,Licensed,9,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,Unspecified,Unspecified
19141101,4228322,10/23/2019,17:00,54dbbf30-8d6f-4b3b-8311-33b68b0afd4e,Sedan,CHEV -CAR/SUV,,2018,2,Licensed,1,Right Front Bumper,Right Front Bumper,Center Front End,,,N,Glare,Unspecified
12253539,195982,5/18/2013,22:45,4,SPORT UTILITY / STATION WAGON,,,,,,5,,,,,,,Unspecified,
14820848,3274383,8/8/2015,9:00,1,SPORT UTILITY / STATION WAGON,,,,,,2,,,,,,,Unspecified,
19139421,4228754,10/24/2019,14:26,4b54d658-a5e7-4b8a-8208-f2c41d6235ac,Sedan,HYUN -CAR/SUV,,2015,1,Licensed,1,Center Back End,Center Back End,,,,N,Unspecified,Unspecified
19139687,4228978,10/24/2019,18:10,33a4ee83-d002-4141-a7d3-a8f7550bd094,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2007,2,Licensed,1,Right Front Bumper,Right Front Bumper,Center Front End,No Damage,No Damage,N,Failure to Yield Right-of-Way,Unspecified
17392193,3590375,12/30/2016,16:00,1269614,Station Wagon/Sport Utility Vehicle,GMC -CAR/SUV,,2012,1,Licensed,8,Left Side Doors,Left Side Doors,,,,N,Driver Inexperience,Unspecified
19140260,4229102,10/24/2019,11:20,8b394f70-bf3b-4fc5-bdad-ffbacc5e6cdd,Sedan,HYUN -CAR/SUV,,2012,0,,9,Right Front Bumper,Right Front Bumper,,,,N,Other Vehicular,Driverless/Runaway Vehicle
19139182,4229065,10/24/2019,20:30,de9abf92-3ce1-4857-bedf-37d59956c8e2,Sedan,,,2015,0,Licensed,2,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Bumper,,,N,Unspecified,Unspecified
19141042,4229625,10/22/2019,21:10,f78aa948-93ed-4897-a1ee-44d1c94e2831,,,,,,,3,,,,,,Unspecified,Unsafe Lane Changing,Driver Inattention/Distraction
14523324,3134938,12/11/2014,10:35,1,SPORT UTILITY / STATION WAGON,,,,,,3,,,,,,,Unspecified,
19140630,4229591,10/24/2019,12:15,78e316e9-99b3-4709-98b1-2268dcf7defb,Golf,,,,1,Licensed,4,Center Front End,No Damage,No Damage,No Damage,No Damage,N,Unspecified,Unspecified
13534270,3066001,1/10/2014,6:45,2,PASSENGER VEHICLE,,,,,,2,,,,,,,Unspecified,
19139539,4228854,10/24/2019,17:00,92455d32-b1c6-476f-b7ab-aa31c4922d44,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2006,1,Licensed,4,Center Front End,Center Front End,,,,N,Unspecified,Unspecified
19139547,4228776,10/24/2019,8:00,c6907716-fcb0-4f50-bf33-b95a46d63e4e,,,,,1,,2,Other,Other,Other,Other,Other,Unspecified,,
19138957,4228914,10/24/2019,16:50,c39e1a06-034d-4c88-b81b-1dfb626653a4,Taxi,TOYT -CAR/SUV,,2014,1,Licensed,1,Right Rear Quarter Panel,Right Rear Quarter Panel,Right Rear Bumper,,,N,Passing or Lane Usage Improper,Unsafe Lane Changing
10962713,128359,8/3/2013,21:40,4,SPORT UTILITY / STATION WAGON,,,,,,5,,,,,,,Unspecified,
15066919,3397851,3/2/2016,15:00,2,TAXI,,,,,,7,,,,,,,Driver Inattention/Distraction,
14469971,2938322,11/23/2014,16:54,3,PASSENGER VEHICLE,,,,,,7,,,,,,,Unspecified,
10603187,109890,9/5/2012,9:50,1,PASSENGER VEHICLE,,,,,,2,,,,,,,Backing Unsafely,
14787833,3258348,7/13/2015,17:30,3,PASSENGER VEHICLE,,,,,,8,,,,,,,Unspecified,
12673992,2817511,11/2/2014,9:10,1,PASSENGER VEHICLE,,,,,,7,,,,,,,Unspecified,
13844310,3096910,10/21/2012,18:25,1,PASSENGER VEHICLE,,,,,,0,,,,,,,Driver Inattention/Distraction,
10877530,316582,4/6/2014,12:54,1,PASSENGER VEHICLE,,,,,,7,,,,,,,Unspecified,
9352727,54283,7/30/2013,17:08,2,VAN,,,,,,1,,,,,,,Prescription Medication,
17378952,3584787,12/21/2016,13:10,1233762,Sedan,CHEV -CAR/SUV,,2002,2,Licensed,5,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,Unspecified,Unspecified
8790830,26012,2/27/2014,20:45,2,LARGE COM VEH(6 OR MORE TIRES),,,,,,2,,,,,,,,
