Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Collision Type,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Vehicle Year,Vehicle Make
MCP3259003V,230069156,Montgomery County Police,Property Damage Crash,11/30/2023 16:20,SAME DIR REAR END,D9B93001-8547-4EE3-928E-D6D439B6B757,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,CA549F72-28C9-48B2-9565-057D0AA7E95B,SUPERFICIAL,SIX OCLOCK,SCHOOL BUS,SLOWING OR STOPPING,West,40,2018,THOMAS
MCP295200DW,230051782,Montgomery County Police,Injury Crash,8/28/2023 9:54,SAME DIR REAR END,A69295BD-716F-43C4-BEAE-4CA148712A88,Yes,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,0365AB3E-6290-4154-B1D2-377F1AE81479,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,2011,HONDA
MCP2513003D,230061906,Montgomery County Police,Injury Crash,10/22/2023 0:52,SAME DIR REAR END,0C18FD08-4FA3-485F-90BA-239348D88584,Unknown,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,D1F0A7F9-BCD3-45B4-A4FC-4BD5FCEF8467,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,50,2018,HONDA
MCP93790050,230067378,Montgomery County Police,Property Damage Crash,11/20/2023 10:50,SAME DIR REAR END,D602F802-27BA-47CB-BA95-CA8383C358A5,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,EB304251-6EAD-4180-B030-4D096DA1C069,SUPERFICIAL,SIX OCLOCK,POLICE VEHICLE/NON EMERGENCY,STOPPED IN TRAFFIC LANE,West,30,2017,FORD
MCP292300B4,230065938,Montgomery County Police,Property Damage Crash,11/12/2023 14:15,OTHER,8EE76097-D9FE-4F7C-96CC-E205820EAA78,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,1ED221B1-5C89-4B04-9077-187B6287017F,DISABLING,ELEVEN OCLOCK,PICKUP TRUCK,MAKING LEFT TURN,South,25,2017,NISSAN
EJ78870035,230061978,Gaithersburg Police Depar,Property Damage Crash,10/22/2023 15:00,SAME DIR REAR END,7274AC3F-653D-4E1D-9697-7A361E3F691B,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,4BE9E1BD-797C-48DF-B13B-95E5AC811127,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,2022,NISS
MCP2799004J,180042926,Montgomery County Police,Injury Crash,8/28/2018 10:29,SAME DIR REAR END,1F525D78-0277-4F8A-8C1F-C7C4905CC65D,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,3D5D2E9C-E4B8-4551-8321-042521573E54,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,35,2018,HYUN
MCP3372001Z,230067985,Montgomery County Police,Injury Crash,11/23/2023 21:49,OPPOSITE DIRECTION SIDESWIPE,A1AF0B8B-8372-464F-B6F5-636CA4B88091,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,E129A2B3-1A4C-4CA8-9D04-AE70262091B7,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,2014,CHEV
MCP3262003C,230054276,Montgomery County Police,Property Damage Crash,9/11/2023 16:38,STRAIGHT MOVEMENT ANGLE,0C5BFB54-889F-419A-9F20-CBA7E22AB8CB,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,9CB40530-9C46-49E0-A3C3-A71C70129F5C,DISABLING,THREE OCLOCK,PASSENGER CAR,ACCELERATING,West,35,2012,ACUR
MCP2934005Q,230057740,Montgomery County Police,Property Damage Crash,9/30/2023 18:47,SAME DIRECTION RIGHT TURN,F8025F11-9E94-49B5-8130-3E748A57BA0A,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,398560F3-B804-40C3-A0E7-6BFC71482A79,FUNCTIONAL,THREE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING RIGHT TURN,Unknown,0,2023,TOYOTA
MCP13780155,230048270,Montgomery County Police,Injury Crash,8/7/2023 16:55,SAME DIR REAR END,512A8495-B49A-4743-8518-8E035589D772,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,452B740C-8638-49A7-B01E-AC96C8A2AA14,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,East,30,2011,TOYT
MCP3068004Z,230057363,Montgomery County Police,Property Damage Crash,9/28/2023 18:30,SAME DIRECTION SIDESWIPE,A20E9718-CE7D-44F1-B196-077E43F50667,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,,CE3FB594-1A4B-4E77-87B5-00552561262A,UNKNOWN,UNKNOWN,,MOVING CONSTANT SPEED,East,35,0,UNKNOWN
MCP285900DM,230050094,Montgomery County Police,Property Damage Crash,8/18/2023 12:30,HEAD ON LEFT TURN,4C2634EF-BA2B-4BC5-B359-94F4955196A6,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,A2702E06-A7BA-42AE-BA7A-A7342A926140,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,35,2013,NISS
MCP29320076,230071204,Montgomery County Police,Injury Crash,12/12/2023 5:00,SINGLE VEHICLE,346A84C4-4BEC-44F2-9843-028F823948E9,No,SUSPECTED MINOR INJURY,"ICY OR SNOW-COVERED, V WIPERS|W OTHER ENVIRONMENTAL",NOT DISTRACTED,MD,DF900028-39FE-4615-83A0-5959F02AFBF0,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,2022,NISSAN
MCP2904002Y,17006785,Montgomery County Police,Property Damage Crash,2/7/2017 23:15,SAME DIRECTION RIGHT TURN,A367A18C-A659-482F-854F-544A5F6E3D08,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B8575911-0A44-4D0F-869D-9FA7CA7A9B84,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,2009,LEXUS
MCP3182002B,230051135,Montgomery County Police,Property Damage Crash,8/24/2023 17:02,HEAD ON LEFT TURN,EAD267FE-EBE2-4BA5-93D3-AB4D66C2FCF9,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,F1F0F273-1258-4555-9D8D-473A1BA4AE5F,DISABLING,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,35,2013,FORD
MCP28710033,16031382,Montgomery County Police,Property Damage Crash,6/21/2016 15:53,SAME DIR REAR END,2F4D2440-C414-4B67-9CD3-0D2F21EC959D,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,VA,9A777C79-D3F6-42EB-B234-CBD03D9DDC5D,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,2002,HONDA
MCP3230004Q,230058179,Montgomery County Police,Property Damage Crash,10/2/2023 14:15,OTHER,C9DF0D80-E629-4985-86A8-9CA3D5D0E10D,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,,5605020B-DE98-4515-82B0-5C6E358CCBD9,UNKNOWN,SIX OCLOCK,PASSENGER CAR,BACKING,North,25,0,CHEVY
DD5612004H,230063051,Rockville Police Departme,Property Damage Crash,10/28/2023 12:37,SAME DIR REAR END,D02CDA73-90F0-48A2-AEFB-4616DC1BB48C,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,DD449D0D-D74D-470A-8E43-2169589DCD98,FUNCTIONAL,FIVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,30,2015,CHEVY
MCP2586006G,230049960,Montgomery County Police,Property Damage Crash,8/17/2023 16:18,SAME DIR REAR END,1638FB82-3884-44D8-A352-24A774600F0D,Yes,NO APPARENT INJURY,"BACKUP DUE TO REGULAR CONGESTION, N/A",UNKNOWN,MD,9F0687EF-0974-47CB-A6E6-E738E8A84805,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,2017,INFINITI
EJ78860038,230061362,Gaithersburg Police Depar,Property Damage Crash,10/19/2023 7:22,SAME DIR REAR END,4C32F401-650B-45CC-89F7-CF76AF675CD2,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,887C3581-0884-42C9-983E-A5B6AAF14646,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,25,2012,NISSA
MCP33760016,230062163,Montgomery County Police,Property Damage Crash,10/23/2023 16:45,SAME DIRECTION SIDESWIPE,D638988F-F290-4C87-B816-4EA5CD825012,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,D1A7AFDB-3EC5-4F25-BADF-1F4C8F4C23A6,DISABLING,FOUR OCLOCK,PASSENGER CAR,CHANGING LANES,West,35,2019,TOYOTA
MCP3129007P,230052800,Montgomery County Police,Property Damage Crash,9/2/2023 13:12,SAME DIR REAR END,EDE6CD0F-D0DA-449D-B901-CDF79C45E169,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,57BD018C-E9D4-4E58-8DE4-7F8A94884FD4,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,45,2014,TOYT
MCP25910013,190032981,Montgomery County Police,Property Damage Crash,7/11/2019 16:30,SAME DIRECTION SIDESWIPE,BAD8FC8F-CD8D-44C8-803D-8CCA07F3A07D,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,E6C97ADD-5A97-4816-B61F-AAC6FE0598E7,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,ACCELERATING,North,45,2002,TOYT
MCP28710099,230067717,Montgomery County Police,Property Damage Crash,11/21/2023 21:18,OTHER,C1630C49-BA44-429A-B9D6-3882BBDFE692,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,528C629F-BCD5-43B2-BE19-0B7D6B9EE534,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,PARKED,,0,2018,MERZ
MCP31450042,230055958,Montgomery County Police,Property Damage Crash,9/20/2023 16:20,SAME DIRECTION LEFT TURN,14D48780-18A2-4CDB-9587-A423BABB3EBD,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,930AAEB0-CCD6-4298-A23B-B7653DA409F0,SUPERFICIAL,TEN OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35,2016,MAZD
MCP3174004K,230060462,Montgomery County Police,Property Damage Crash,10/14/2023 10:50,HEAD ON LEFT TURN,7E042706-ABDA-4A31-B721-689958CE8116,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,WV,87FE0F22-2133-4AD7-AAA7-B74DA1B95195,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,35,2002,TOYOTA
MCP3372001H,230058829,Montgomery County Police,Property Damage Crash,10/5/2023 21:00,STRAIGHT MOVEMENT ANGLE,E244F061-721B-49A5-903E-3A8681661220,No,NO APPARENT INJURY,N/A,UNKNOWN,MD,BCFB1F04-AAFA-41FA-AFDD-DB279E1B69B0,DISABLING,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,2007,HOND
MCP2102004G,230065799,Montgomery County Police,Injury Crash,11/11/2023 14:48,SAME DIR REAR END,41A27C43-B63F-40D4-A966-4249C46FCE28,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,C8903AA1-5457-4A6B-B733-C92896F289B4,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,South,40,2014,HONDA
MCP32750021,230061310,Montgomery County Police,Property Damage Crash,10/15/2023 19:25,SAME DIR REAR END,BFE1101A-BB7F-4AA2-AD3C-F2A64E61DB39,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,53EEE504-9AF8-4E4C-A24F-32C10ADA46B2,SUPERFICIAL,TWELVE OCLOCK,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,North,40,2016,ACURA
MCP29320073,230066407,Montgomery County Police,Property Damage Crash,11/15/2023 2:51,STRAIGHT MOVEMENT ANGLE,59BB51D9-69C9-43C7-B45A-375F6C8FA0BB,Unknown,NO APPARENT INJURY,N/A,NOT DISTRACTED,VA,745DEA1E-6958-41E5-A228-44233B2CBEDD,DISABLING,ONE OCLOCK,PASSENGER CAR,ACCELERATING,South,35,2022,KIA
MCP3009006Z,230063751,Montgomery County Police,Property Damage Crash,11/1/2023 9:40,SAME DIR REAR END,137F5F76-BC32-4ED7-8AD7-7B6579A82349,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,PA,028356EA-4714-4537-B860-B4FD9CA1A37F,SUPERFICIAL,SIX OCLOCK,VAN,STOPPED IN TRAFFIC LANE,South,45,2010,GMC
MCP3350002F,230072300,Montgomery County Police,Injury Crash,12/18/2023 5:56,STRAIGHT MOVEMENT ANGLE,84408472-236E-47EA-8DFE-853CE63E826B,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,5CA06DF3-4080-47A4-A0FB-709A9B0E7651,DESTROYED,TWELVE OCLOCK,STATION WAGON,MOVING CONSTANT SPEED,South,35,2006,TOYOTA
MCP1378016K,230066753,Montgomery County Police,Injury Crash,11/16/2023 17:26,SAME DIR REAR END,6F46A8CB-254C-4BB8-BC4B-51A21F73B7BC,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,BEFB92E0-E8D0-47D9-99B3-A9DBAC618B4F,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,East,50,2021,SUBA
MCP3148005F,230061710,Montgomery County Police,Property Damage Crash,10/20/2023 18:13,HEAD ON LEFT TURN,00B189EE-88CF-42AB-A400-451FD51F10CD,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,57A846BD-B54B-4AAC-92B3-9F734DCDA572,SUPERFICIAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,25,2018,VOLKSWAGEN
MCP3163006C,230069672,Montgomery County Police,Property Damage Crash,12/3/2023 18:47,SAME DIR REAR END,B594A18D-31B5-4EC5-ACAC-121AE0EE3293,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,53474A40-DBAF-43EE-ACB1-DCB4AFBFDB05,DISABLING,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,South,35,2017,HYUN
MCP2921004R,230052720,Montgomery County Police,Property Damage Crash,9/1/2023 20:00,OTHER,DD7B447D-AD14-4B5B-AF00-BD3ABD0A4E70,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,2409FADB-AB15-4B95-B19A-82DF4E43F2E0,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,PARKING,Unknown,5,2004,LINCOLN
MCP2703003J,230070496,Montgomery County Police,Property Damage Crash,12/7/2023 19:54,SAME DIRECTION SIDESWIPE,68816B25-4C42-4136-9E06-3458DA04C055,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,2E28F7F4-1DEB-43E7-8B9C-87049B6EB78D,UNKNOWN,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,2014,CHEV
MCP3280004C,230071287,Montgomery County Police,Property Damage Crash,11/24/2023 17:50,OTHER,BD2D6F0D-6195-43BC-96D2-A55345A71588,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,,81593A15-838C-42E8-922F-940DA2AFDFBB,UNKNOWN,UNKNOWN,UNKNOWN,MAKING RIGHT TURN,East,40,0,UNKNOWN
MCP32700027,230062221,Montgomery County Police,Injury Crash,10/23/2023 22:06,SAME DIR REAR END,FA7F69EF-B295-4D91-9AD6-0FC6324149AD,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,A147357E-6785-426B-8642-3EA1A6C3DD4D,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,STARTING FROM LANE,West,35,2021,CHEV
MCP32610017,230034668,Montgomery County Police,Property Damage Crash,7/20/2023 23:40,OTHER,840FFC93-537C-49CF-AEEF-B92A23DF58D8,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,A662BAD0-AA0B-41B5-8E16-2C139098AE43,UNKNOWN,FOUR OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,45,2016,BMW
MCP2552006V,230070885,Montgomery County Police,Property Damage Crash,12/10/2023 8:51,STRAIGHT MOVEMENT ANGLE,DA3CEEE0-B466-43EE-A559-87BC78DF886E,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",BY OTHER OCCUPANTS,MD,3B11D65A-327A-47D7-B5AB-13838650F4A8,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,2014,RAM
MCP30210078,230072967,Montgomery County Police,Injury Crash,12/21/2023 14:20,STRAIGHT MOVEMENT ANGLE,26D74FD3-0E03-4136-95B1-13D005290DAE,Yes,SUSPECTED MINOR INJURY,N/A,LOOKED BUT DID NOT SEE,MD,6C07533B-D64B-4F06-B5AC-F37970B1130D,SUPERFICIAL,EIGHT OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,0,2004,TOYT
HA24830018,23002065,Maryland-National Capital,Injury Crash,10/27/2023 15:52,SINGLE VEHICLE,BDE00DA2-0E4B-4CE8-8C8B-5F2F4E502516,Yes,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,C0A8D74F-79D1-4446-BAE7-31B81A3442FC,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,2022,TOYOTA
MCP33720020,230068953,Montgomery County Police,Property Damage Crash,11/29/2023 16:05,SAME DIR REAR END,D6369195-48F0-4599-B492-3C844CFAFD81,No,NO APPARENT INJURY,N/A,UNKNOWN,MD,8BF72616-0EC3-444A-BBB8-EB94F048B0A9,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,35,2010,TOYOTA
MCP29860008,16001239,Montgomery County Police,Injury Crash,1/7/2016 19:09,STRAIGHT MOVEMENT ANGLE,364070DC-7089-45B7-A451-CFAA893C8518,No,SUSPECTED SERIOUS INJURY,N/A,NOT DISTRACTED,MD,218DDD25-CE4B-442E-AA38-4A4238B085B1,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,2001,ACURA
MCP3170003N,230067494,Montgomery County Police,Property Damage Crash,11/20/2023 16:00,OTHER,55A300D8-2EC5-48F0-BEB8-A6B6D3B24629,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,23B532DF-502E-4F2B-A44C-B96407E21A59,UNKNOWN,UNKNOWN,PASSENGER CAR,BACKING,Unknown,0,2012,LEXUS
MCP27530060,230054808,Montgomery County Police,Property Damage Crash,9/14/2023 11:08,OTHER,EF67EE1C-0E6C-4BA9-BAC2-CA7ACBC05CFC,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,4806A6A2-B52D-4C7F-B5A7-43876A524679,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,15,2012,AUDI
MCP3305002K,230052540,Montgomery County Police,Property Damage Crash,9/1/2023 1:33,SAME DIRECTION SIDESWIPE,2121E200-6A8E-40CD-9470-6B3120275F35,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,PA,20F18980-229C-410D-9ADE-7B56F8D4EEAA,SUPERFICIAL,ELEVEN OCLOCK,AMBULANCE/NON EMERGENCY,PARKED,,45,2016,FRHT
MCP33290024,230060738,Montgomery County Police,Property Damage Crash,10/15/2023 19:00,SAME DIRECTION SIDESWIPE,EE8118A6-07A0-4F20-89F6-96AA627DA0DB,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,8DEA2BFA-C35F-4373-BDA0-FCA60004DDE1,SUPERFICIAL,NINE OCLOCK,TRANSIT BUS,ACCELERATING,West,35,2020,NOVA
MCP9432003Z,230056629,Montgomery County Police,Injury Crash,9/24/2023 13:40,SAME DIR REAR END,19F7732B-E52E-4AF1-AA44-4AB4597B3054,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,6601FA45-C94F-4592-9AA0-2A0F7D3560B3,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,30,2023,ACURA
MCP3353001J,230049886,Montgomery County Police,Property Damage Crash,8/17/2023 9:32,STRAIGHT MOVEMENT ANGLE,DB5082A9-1E2F-48FC-AEDD-A325158F6639,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,3A77559D-7B6D-4BBA-9E6D-2F8C44FC7B17,DISABLING,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,North,40,2023,SUBA
MCP3322001T,230046088,Montgomery County Police,Injury Crash,7/25/2023 22:02,SAME DIRECTION LEFT TURN,0C7A16B3-E13A-4DE6-8379-31B5732AC217,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,501107A2-5031-4E08-BA8A-8107F9BC4F59,DISABLING,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,35,2019,HONDA
MCP3339002C,230048540,Montgomery County Police,Property Damage Crash,8/9/2023 11:04,SAME DIR REAR END,4669FD40-F541-4313-B847-ED0C292DCB19,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,43C825DC-1C2E-48DC-AC39-0EA7F5950603,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,West,35,2012,MERCEDES
MCP2760003Z,230050746,Montgomery County Police,Property Damage Crash,8/22/2023 17:20,SAME DIR REAR END,81672B11-9A51-44F3-B845-6E38C1F4E03A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,NC,4B9C52F8-3590-48C8-AF92-712CC1FA9C77,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35,2018,TOYOTA
MCP3312004J,230071688,Montgomery County Police,Property Damage Crash,12/14/2023 11:15,SAME DIRECTION SIDESWIPE,278F237B-F008-4445-881B-842059A1BDCD,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,8BADA4FA-3D30-4857-915B-6B92DBAC5C4F,SUPERFICIAL,SEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,50,2022,ACUR
MCP24450050,230046634,Montgomery County Police,Property Damage Crash,7/28/2023 12:53,SAME DIR REAR END,3FEDDECC-A1F7-44F7-9FE2-D3FC11353BD8,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C3FBAD09-4836-4990-B0C3-439BA9B2A034,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,45,2022,GENISIS
MCP2586006Q,230058129,Montgomery County Police,Property Damage Crash,10/2/2023 16:50,SAME DIR REAR END,823CF2AF-F422-4B23-9D2B-B2308665D3AE,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,3BEDDE36-4247-479C-BA5C-7BB983FEE6DC,FUNCTIONAL,SIX OCLOCK,,SLOWING OR STOPPING,South,40,0,UNKNOWN
MCP2631000V,16040666,Montgomery County Police,Injury Crash,8/11/2016 5:12,SINGLE VEHICLE,D05B0458-7781-4A07-A0FA-CF8D7282E3CD,Yes,SUSPECTED MINOR INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,B4D0568D-0D6A-4BFB-AF0C-7FADAF923C7E,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,25,2011,FORD
MCP2974004R,230051767,Montgomery County Police,Property Damage Crash,8/28/2023 7:53,SAME DIR REAR END,535E7C6C-BB53-4880-A98A-98FE7BAB7C03,No,NO APPARENT INJURY,"BACKUP DUE TO REGULAR CONGESTION, N/A",NOT DISTRACTED,MD,198BA3EA-D25B-4DA5-9CBB-3ACEBA1042B3,FUNCTIONAL,SIX OCLOCK,SCHOOL BUS,SLOWING OR STOPPING,South,35,2021,FRHT
MCP31760028,230055184,Montgomery County Police,Property Damage Crash,9/16/2023 4:24,SAME DIR REAR END,43653A48-0C91-43A2-9783-0D2DF069DCD4,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,MD,DECD669F-6BE9-401F-9866-C3EE1FE59C24,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,45,2018,AUDI
MCP2921004T,230057387,Montgomery County Police,Property Damage Crash,9/28/2023 20:42,SAME DIR REAR END,BFEFFC4B-898B-4876-A727-DB1BA9FC3C9B,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,EEB0A5E6-A3F3-478D-85CC-E1558AD8C7E2,DESTROYED,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,35,2012,TOYT
MCP3214002D,230065478,Montgomery County Police,Property Damage Crash,10/19/2023 2:27,OTHER,429640F3-7151-4E9D-ABAA-3D82090A1485,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,,9A2E6F01-926C-4117-9EE5-4D1ED652C474,SUPERFICIAL,SIX OCLOCK,PICKUP TRUCK,PARKING,East,25,2007,CADI
EJ7888005K,230072404,Gaithersburg Police Depar,Property Damage Crash,12/18/2023 14:35,SAME DIRECTION SIDESWIPE,D4ED3C12-A646-45BD-8FBD-885F008ABC95,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,B198DFAF-D760-47B9-A9B9-95799B7332D7,SUPERFICIAL,THREE OCLOCK,FIRE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,North,25,2021,PIRC
MCP2948006F,230054062,Montgomery County Police,Property Damage Crash,9/10/2023 3:43,SINGLE VEHICLE,F62D03B1-A28B-44D8-8611-897CE837E6F9,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,9C5B986C-C2A9-4295-B8C8-0388E5D067A9,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,SKIDDING,North,45,2012,CHEVROLET
HA24830017,23001668,Maryland-National Capital,Property Damage Crash,8/26/2023 14:33,SAME DIR REND LEFT TURN,49459806-0E25-4C8B-AFA1-32D3A164D7C5,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,6921DCB9-3A21-4CAF-B10F-4D54CAA76EF1,DISABLING,SIX OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,50,2014,NISSAN
MCP24110005,15026385,Montgomery County Police,Injury Crash,6/1/2015 8:36,STRAIGHT MOVEMENT ANGLE,A29BC1A1-8C21-42C7-B937-73ACC904C087,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C6DFCADB-7C46-49AB-B8DA-1A1A9D4A7156,NO DAMAGE,TWELVE OCLOCK,VAN,MAKING RIGHT TURN,North,5,2013,GMC
MCP3038006K,230059683,Montgomery County Police,Property Damage Crash,10/10/2023 15:27,SAME DIRECTION SIDESWIPE,651642D9-70A3-468F-9F5A-AE320CF12EBF,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,3CDB9EF2-377E-4805-B1EA-4E84130D6F29,SUPERFICIAL,THREE OCLOCK,,MOVING CONSTANT SPEED,East,25,0,UNKNOWN
